Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
1,5,48,41,3195,3972,39690,17,483,18261478309439600,70,59,0,35,15,32083505
1,3,40,41,4911,3738,41399,16,465,20023745211952500,69,40,0,10,3,47165407
1,5,41,37,3498,3161,34934,9,137,23304607081814700,41,57,1,17,8,30497964
1,3,49,41,4538,2571,28337,12,283,11930873304043600,99,20,0,22,6,43252701
1,5,48,40,2543,4271,44618,3,658,1503404896631630,83,43,0,4,19,24260509
2,2,33,51,4044,1676,24910,9,579,2017007722459050,46,17,0,38,40,47189618
2,3,39,50,5561,2888,37767,16,160,7415724535459020,69,51,1,46,40,64225231
2,1,49,53,5531,2097,27486,5,770,2582635202988140,74,50,0,16,31,66184254
2,0,37,58,4288,2834,29825,19,902,135862406047219,26,40,1,47,0,57652337
0,2,37,76,3244,1849,17586,13,626,21468824600870900,89,95,0,40,72,57066944
2,2,34,59,3772,2211,29505,2,684,29889122546420300,84,17,0,12,39,50251359
1,3,32,49,5456,1015,16381,19,287,16884061134432800,78,84,1,3,18,61664467
1,0,45,43,3611,1893,21434,18,413,1037621123222740,30,42,0,42,39,36930998
2,1,45,50,5763,3680,44064,12,458,10410834969546100,22,28,1,29,35,65787602
1,2,49,34,3026,2697,35716,18,684,650940540464951,26,35,0,14,33,25498748
2,1,45,62,5548,1452,21664,5,336,24177057524911500,18,91,1,7,53,77101944
1,5,35,35,2533,2833,35289,8,267,12335783502300600,95,84,0,5,33,21861494
0,0,31,86,4381,1639,15582,16,452,931814406340206,87,11,0,67,22,85405823
0,4,50,84,6828,4868,58340,2,271,2284240084538800,18,23,0,20,64,12766254
2,5,37,56,3043,782,16033,13,394,12728416035353300,71,71,1,28,35,39797326
2,0,36,57,4367,1537,15467,1,533,20011723691609700,32,39,1,9,55,55662234
2,3,48,70,5044,1532,22447,5,162,15445655345883400,12,93,1,55,63,79319147
1,3,42,31,4972,4128,45473,12,67,13353818241994200,36,81,1,19,28,36633557
2,1,34,67,5513,1937,20849,4,501,17235739888473900,50,89,1,41,46,82961875
0,2,48,90,3625,5471,64456,5,268,1284483098430490,12,27,1,83,86,73952905
1,4,50,36,6637,3362,43320,11,210,26764122978562900,39,24,1,24,26,54835858
2,3,32,69,5341,743,14643,10,119,6826007610628100,73,94,1,6,22,82900864
1,0,47,45,3784,2652,28355,8,56,5753840623672610,31,46,1,4,22,39125479
1,2,38,48,3742,2259,22554,9,50,15159825684587900,54,47,0,6,20,41299816
2,2,40,58,3711,1058,12152,7,919,9321090874724550,90,72,0,46,6,49243354
1,0,48,41,4178,3614,40861,14,148,23593161375571800,13,46,0,29,20,40189989
0,2,49,83,3294,5294,57510,11,648,13835847768078600,81,89,0,27,44,63270162
0,3,35,76,4794,3239,31576,18,641,11535942804052300,45,96,0,26,31,83341524
1,0,34,31,4449,3395,41516,18,364,13984536580070700,59,40,0,17,6,33391218
2,0,32,66,3514,1215,19047,8,83,10487098282750600,31,29,1,57,53,52571981
1,1,41,40,570,1442,15290,2,275,12491311974996100,62,17,0,1,5,5090895
0,4,30,87,7171,3958,37653,7,528,19199632134259400,76,29,1,21,81,13947307
1,1,38,41,6399,803,11731,5,540,26600813648960500,28,23,0,17,5,58639504
1,4,31,32,6894,1357,12250,14,272,14271733972919500,41,13,0,7,7,50398868
0,0,38,90,4219,3980,47014,14,741,13016794431103200,61,14,0,10,65,86228185
1,2,31,43,3613,2073,19726,3,956,24544746966122600,48,56,0,22,39,35664794
1,4,47,44,6571,1905,21183,6,569,5560659588948900,36,74,1,30,19,6529560
2,0,34,68,4184,2351,25862,17,292,12551908135295500,51,98,1,20,41,65548712
2,0,37,59,4395,1336,19512,8,137,16304270463605800,36,24,0,25,55,58564755
0,1,47,78,6592,7516,77029,3,529,20016541921227700,37,73,1,58,76,115956217
0,1,45,79,5533,6502,73444,15,358,8901538244467340,65,60,1,48,71,9992398
0,2,34,89,3726,1781,17674,5,704,15821359951382200,53,53,0,87,61,74701234
2,5,31,53,2956,2947,28392,19,589,19157511672047600,71,75,1,35,9,37772166
0,3,44,88,4511,6049,68538,2,517,17756261461840000,85,31,1,35,72,89552109
0,5,38,79,3176,5224,53179,8,191,19363776951164200,95,38,0,41,6,57649943
0,5,45,86,2635,4152,45701,9,139,2155995668653800,24,45,1,57,0,5190189
2,2,39,61,3416,3155,38955,5,747,14484316728288000,66,26,1,47,32,47681633
1,4,37,30,6788,862,9969,3,362,6590893544399810,62,53,0,14,10,45886617
0,2,39,80,3397,5751,61499,12,229,63889070576563300,88,22,0,13,12,6256631
1,2,45,42,3542,3452,37899,3,598,26467866175495500,91,39,1,26,33,34565189
0,0,48,70,3895,2558,32433,19,51,2193548042071360,78,20,1,54,10,62905695
1,0,31,30,4108,699,6579,16,979,24104617062931300,64,13,1,16,14,29431345
2,0,40,70,3763,3646,37124,16,83,2822011549825500,28,42,0,24,34,60604164
2,3,31,65,5199,666,7292,1,363,23763610082640900,35,66,0,45,37,75248043
0,4,39,76,7439,5446,54015,17,275,22307531710364000,64,24,1,41,44,127729006
1,4,48,39,6746,2154,25058,3,634,21393963472660000,23,99,0,17,14,59311902
2,0,37,65,4059,2833,31012,17,413,1146433461689520,27,35,0,63,58,60943614
0,5,49,70,3214,8405,86624,17,934,2893235179368890,92,12,0,32,65,53683048
0,3,43,78,5121,2265,29394,16,556,18551107701649200,96,13,1,65,13,9061928
2,5,49,55,2902,4516,51269,6,999,10551847365465100,10,70,1,38,13,37236137
2,1,45,64,6206,4059,47956,18,165,10245655276820000,88,70,0,5,45,90765226
0,4,32,73,6531,6145,63665,14,163,25381647787351,94,91,1,6,40,108309198
1,4,35,44,6907,3282,37296,8,591,11255215036406900,57,18,1,41,23,6896988
1,5,38,39,3086,2007,19070,19,644,6035659946896040,50,44,0,2,4,29271242
1,3,33,45,4523,1065,15561,9,528,15710306820866100,93,90,0,34,33,47035361
0,4,40,82,7058,2388,31209,18,769,25433761368321900,11,82,0,62,31,130337003
2,5,39,68,322,3782,37795,1,156,15360991029650200,86,31,1,38,45,49691975
0,2,49,89,3835,4482,46468,17,364,25088689440048300,37,90,1,13,76,7840174
2,2,39,53,3125,1682,17195,4,747,25680274394042500,68,71,1,35,15,3801080
1,3,46,49,559,1325,19795,16,937,26442679069735100,39,34,0,19,20,62654425
1,5,49,45,3167,2506,29917,12,201,19722496019150500,57,14,1,17,21,33451816
2,2,48,60,340,3489,38594,13,960,22486769254310600,83,55,0,27,22,4774092
2,3,34,64,4774,3310,31948,2,711,11546476520914300,26,74,1,58,31,6883571
0,0,40,80,413,6827,67338,12,209,7492448575409820,70,34,0,37,75,7594270
1,3,37,40,547,920,14996,10,124,18319513104502100,91,25,0,37,21,5005224
0,1,38,72,6073,2103,24738,15,398,52645473149498500,91,17,1,22,52,98767206
0,0,37,86,4228,3861,44679,5,731,16643446273809100,90,86,0,60,22,82305593
0,5,47,74,2893,2269,30131,1,236,7552340501739390,57,15,0,57,34,48145426
1,0,39,42,3927,2710,27190,8,905,7710507495126610,79,65,1,31,24,38579981
0,0,40,79,3815,4226,43000,18,388,2676958539713620,50,79,1,78,42,69832615
0,5,50,74,3276,6344,66632,6,872,21012954807650800,51,80,1,10,61,56037612
0,5,31,81,2895,3166,33652,1,438,21130857466201100,36,69,1,79,44,5306625
0,2,40,77,321,3909,46378,14,543,15111916887229000,36,69,1,43,56,5729986
0,1,45,81,5906,7556,84766,10,218,15331358098437800,13,53,1,38,66,108311588
0,5,33,85,3439,1888,23223,4,874,12577692320232700,58,48,1,43,54,65854683
1,4,42,31,7312,2348,23756,18,102,15858963332302,38,22,1,18,30,52583524
0,4,35,72,6868,4840,46908,19,983,19678126535171400,27,58,0,68,53,112607792
2,1,47,67,6497,1749,17440,8,306,966472644266199,21,16,0,3,35,96973117
0,3,37,86,4582,3964,46891,12,621,11542086172948000,41,52,1,73,34,89405917
0,3,37,71,4555,4390,44996,10,271,17368848404455000,91,76,0,6,13,7368492
1,4,42,41,664,4002,39343,13,637,14619507550637900,56,50,1,4,21,62540975
1,5,34,46,2628,822,15640,7,95,25487162837251300,60,56,1,34,14,28101116
2,1,36,55,5597,2179,30016,17,309,2554217567692030,15,86,0,51,22,70568176
2,3,38,66,5227,2399,30462,12,64,13399801020774400,57,68,1,33,49,78329632
1,3,37,31,5161,2499,25767,6,898,16269882000328900,70,21,1,27,23,37034364
1,0,40,37,4212,2551,33817,7,677,2941468745142950,24,59,0,34,32,36209963
0,4,42,83,7257,2247,22265,13,61,25686902082151500,99,43,1,4,70,134918082
1,5,41,35,3333,2570,27886,14,50,1039151041183920,92,29,1,14,8,28160701
2,1,43,58,5728,2741,33674,13,126,12005724430518200,99,68,1,32,33,75869096
0,3,36,70,5185,2416,24504,6,591,7087008456040910,42,45,0,47,42,81585635
2,0,33,54,4138,2456,22882,19,763,2194557856543320,84,79,1,27,19,52476746
0,4,45,76,7538,1822,26237,13,951,129223825008581,40,63,1,27,18,128211367
1,4,47,38,6756,3471,39382,9,890,1841487967799790,77,19,1,14,31,58803012
2,1,35,63,5565,3458,41234,11,99,24203557047959500,95,42,0,20,49,7969396
0,3,38,78,5219,2774,26802,10,691,2590087668449220,24,34,0,34,20,91411094
0,1,40,73,6314,7888,79465,3,55,1313410860183960,23,23,1,63,8,103511737
1,1,41,49,5812,3246,31992,19,124,10931173426860300,19,82,0,40,35,65881132
1,2,43,44,3628,1170,19751,7,395,2621340931529650,82,44,1,3,33,36773271
1,0,31,33,3565,1794,22351,5,909,14531770289823400,70,65,0,26,5,27612425
2,4,44,52,7556,2360,32894,15,382,25549953509479800,57,89,1,44,32,89446854
0,2,31,90,3121,4002,40608,2,727,8744078766036700,80,59,1,9,78,63630177
1,5,39,43,2574,2313,27724,11,893,2779773525940060,86,33,1,13,17,26675748
2,4,47,58,6549,4029,46061,6,900,17078141428198300,95,81,0,46,22,86125385
2,4,39,68,697,1556,14673,5,323,9253334750045490,28,49,1,52,58,105820305
2,0,33,55,3607,710,15257,7,559,18376703756561300,50,61,0,1,6,45021149
1,5,50,32,3319,3142,38443,4,964,2675039954823150,93,91,1,17,13,25535437
1,3,48,47,5489,1878,26501,5,717,14733126718977200,52,54,1,42,13,58387777
0,5,45,85,2786,4540,48378,5,317,9451537674114150,54,40,1,40,52,54073992
0,3,38,72,5192,1685,18447,10,529,19413904129044900,95,75,1,40,53,84651097
1,5,34,31,2547,3363,41263,18,357,25861677789564900,76,22,0,14,19,20447799
2,1,49,51,5925,3347,35761,2,766,8033844400891290,60,92,0,44,33,68426605
2,5,41,59,2822,2541,29875,15,805,6035207691315280,42,92,0,49,29,39544703
2,2,47,64,3251,4084,49815,9,648,6407337339546090,92,62,1,28,43,48458112
0,2,37,72,3709,2566,30121,2,661,10762217992511300,11,24,1,64,28,59867445
2,0,37,57,3643,1248,18396,3,747,5182550031838100,39,51,0,16,6,46734295
0,3,50,87,5447,4872,50670,2,271,15716819235032100,95,48,1,43,45,106214377
0,4,40,80,7231,1626,22083,2,327,22443736348022900,55,37,1,56,68,128663479
2,0,33,56,4282,2587,25017,19,407,2276145473178200,66,26,0,27,24,55687365
2,2,34,68,4029,3051,34412,14,734,2091778808102760,58,34,0,32,33,62898263
1,2,40,36,4037,2953,36006,18,367,12405003364875100,46,60,1,3,18,34938865
1,3,31,31,5107,883,11601,1,91,2339844264271040,70,72,0,26,10,3587393
2,2,39,55,3545,1393,21566,7,116,19412189190623400,79,98,1,50,29,4490456
0,2,38,74,3369,3859,41543,8,954,2652947991918410,43,29,0,52,7,5693415
0,3,46,83,5287,7947,81181,12,241,16950137887981900,63,28,0,25,17,99625008
0,2,37,87,3592,5057,51442,4,192,9503682747889070,17,21,1,70,86,70642888
0,4,50,73,7526,6862,77191,7,975,20866320825854300,59,95,1,42,59,124158543
0,1,34,73,5762,2596,33713,18,203,8769605733851430,77,44,0,52,43,95668049
1,0,42,42,3841,2328,22545,18,143,2907862111520540,63,93,0,25,15,38553683
2,4,32,70,6848,3153,35028,10,246,22582129744184000,89,90,0,13,7,10770909
1,4,45,30,7387,2139,21687,10,427,23908047185561100,36,14,1,18,12,50518885
0,1,50,89,5609,6018,65470,6,656,219817110616852,54,35,0,36,41,112163162
0,0,46,74,4001,8132,81551,12,432,7438989248089180,18,37,1,44,19,68281224
0,4,41,72,697,5161,60269,10,810,16632495486376800,73,35,0,10,34,112987135
0,2,40,90,308,2171,23968,13,583,21285381072809600,50,48,1,64,71,6347469
2,1,47,68,5952,3273,39531,12,615,10733896827123900,58,55,1,34,65,91803037
0,0,49,82,4065,5103,59348,19,538,21987552672736400,22,78,1,31,48,76890195
2,5,50,56,2572,4980,57233,1,686,2549713688096690,100,34,1,49,1,33611973
0,3,38,79,5061,4851,55693,1,875,11873249485457300,79,37,1,32,68,89927576
2,2,50,52,4055,3024,33039,11,768,9990082506643940,46,64,0,4,24,48714275
1,1,33,31,6577,3216,36185,18,742,27078999448372200,61,26,0,0,0,47697978
0,3,35,76,5085,4010,39749,2,916,5129862319114170,66,53,1,65,50,8699796
2,5,32,58,3067,2410,25303,6,836,11393676210248200,96,33,1,32,21,4101980
1,4,35,50,6814,2530,27345,16,211,15168259953647900,79,28,0,23,6,77504331
0,4,45,81,7597,2529,24809,1,515,21806492969672400,41,82,1,12,53,136578383
0,0,47,79,3802,4188,50204,9,447,29926587361491700,98,74,1,6,25,68624884
0,1,46,88,5998,3708,37679,15,327,14270459872566800,37,32,1,34,77,118914229
2,1,43,62,5503,1648,18438,16,521,2872021815098790,62,47,1,18,30,77572468
2,0,40,59,3884,2350,25034,14,190,14169357053955600,73,24,0,33,26,5281499
1,3,44,34,4579,3482,38645,7,684,22388231417100500,34,15,1,33,21,36139825
2,4,38,64,7318,2117,21660,1,753,9134175433111510,96,63,0,25,48,104574752
2,4,47,70,7117,2794,35114,16,617,16510196464618800,29,43,0,69,45,112593018
0,1,44,72,6129,8760,93328,9,859,26781837965981500,50,29,0,52,16,100306284
0,1,44,77,5815,2390,31826,11,296,1299985950184520,26,20,0,53,59,100616455
0,0,41,75,4396,2316,24813,10,883,7630064967018320,89,71,0,22,7,74779849
0,5,48,88,2504,3578,38090,11,752,18067833396563200,30,34,1,62,60,50860126
0,3,35,86,4867,6652,71072,6,219,15988367157100200,13,92,0,9,60,94522861
0,2,38,79,3725,5412,60058,2,268,1073849075298790,14,27,1,35,1,66151015
0,5,46,70,3499,3893,40401,18,83,27640380653679100,47,32,0,32,47,56913646
1,5,40,42,2758,2977,30374,12,334,20042168454506300,57,87,0,8,5,27989158
1,1,48,39,6095,2481,34358,14,459,13679340545831800,14,62,0,0,12,54546275
1,1,37,41,6092,2700,32843,8,456,29903280976348500,18,20,1,32,28,56716003
1,1,37,31,6462,3337,41050,4,85,8439155081892330,19,59,1,22,30,45719342
0,5,48,79,2556,2652,26961,18,423,2619878781459230,70,38,1,70,45,47472501
1,3,39,50,4967,796,14162,13,314,10765623394595600,37,76,0,8,33,56710307
0,1,40,70,5701,3407,40440,14,902,10987671447574000,61,17,1,60,14,90501854
1,4,37,30,6524,2608,27886,15,347,17454054956013600,17,93,1,20,25,4580629
2,3,36,69,4662,1055,18793,19,789,21548549245437900,90,53,1,15,23,73649653
1,4,43,44,7574,3471,36999,14,628,22261577437799700,37,76,0,29,17,76127713
1,3,32,30,4736,2755,30668,12,56,5553190902567470,80,73,0,17,2,33748294
0,1,48,90,6529,6016,64263,15,72,1217144882993760,84,26,1,63,27,132562315
1,2,46,38,3226,4300,51670,6,465,21515101881839100,99,89,0,23,11,29492806
2,0,34,56,4524,2531,31452,19,584,27243369842194800,77,31,0,50,32,58947014
0,1,44,85,622,6065,62439,2,321,21747272210157500,50,27,0,13,15,117830605
0,5,42,85,2625,2974,30552,6,118,11647032868839200,24,57,1,45,48,5073596
1,2,34,42,364,845,14482,11,62,17694318724692900,14,99,1,28,41,3560844
0,5,35,79,285,1694,18904,1,315,2118941046863500,90,38,0,36,2,5056777
0,3,38,87,4921,6477,70550,9,809,8383483772425610,50,97,0,82,32,97441907
0,5,44,78,2984,4879,56952,13,620,18622672581682700,77,49,0,5,0,54058218
0,2,43,81,3465,5535,64016,9,307,16791655701316500,55,85,1,68,50,64686235
0,2,41,82,3731,7460,79439,15,769,1341620086853360,89,58,0,10,77,7123089
0,1,45,80,6345,3585,40576,18,997,20588441706469600,77,28,1,70,8,11492434
2,4,45,64,6862,3346,38218,4,690,20905407325761500,18,89,1,9,34,98238848
1,1,42,39,6517,942,8899,4,759,29286747651007700,78,16,1,17,15,57077836
2,3,46,59,5532,1721,23025,12,871,157076299353224,34,71,1,39,8,74011451
0,5,37,78,2545,1800,19370,9,324,18281678887092300,80,85,1,74,75,46009545
0,4,48,72,6516,7998,85637,18,146,8937564524266470,95,85,0,2,30,107309885
1,0,42,45,3968,1711,18463,6,77,18709058471894700,94,69,0,29,5,41018917
2,2,46,61,365,983,17098,17,694,59021487293718700,21,33,0,50,38,5142329
1,4,41,46,6806,1353,18932,17,893,8746939361421650,15,58,0,12,29,7138390
2,4,34,64,6785,3048,34149,13,463,9281170087377010,80,67,1,25,44,9832227
0,1,41,72,6246,4005,43259,12,836,20815977937610000,74,90,0,18,44,101878425
1,0,37,34,4162,2692,27672,14,153,19182366018351000,26,24,0,10,24,3335452
1,2,44,42,3184,4292,45386,8,91,24950923923611000,72,52,1,4,28,3169725
0,3,40,75,5473,6769,75739,15,714,1660998579679490,11,40,1,24,51,93596345
1,3,47,38,5248,3275,39696,9,340,1687140592166520,67,48,1,28,28,46200474
2,4,44,68,6899,2301,30182,1,570,9038900803113780,85,26,1,21,67,10461208
2,4,44,56,7252,3711,42396,17,785,2356753574324540,68,30,0,44,39,92656074
2,5,34,62,2624,1977,27138,10,88,50913231412983800,16,79,0,24,8,3763748
2,0,50,54,4015,4808,55625,5,489,1562227182865870,99,53,1,31,20,5004328
0,2,47,85,3186,2092,24068,11,87,97081272784084,42,56,0,34,10,61489114
1,4,46,33,6546,2213,29043,3,832,2427524811354950,44,91,1,16,12,49109795
2,5,37,54,2872,2248,29002,2,158,21834784017178100,18,32,1,25,19,3505445
0,0,41,89,3666,6825,68905,4,479,22669217745927100,25,40,1,2,73,73918031
1,2,33,48,3697,1013,14119,2,470,8714447142411760,34,38,0,35,22,39950138
1,3,41,35,5241,1740,19867,1,395,2172035184150770,82,69,1,32,31,41796783
0,5,33,73,2664,6308,61957,9,430,22272342745509800,72,61,1,30,43,45690825
0,0,41,70,3527,5219,56806,3,553,5065927117584640,63,52,1,6,10,56177822
2,5,43,66,3372,3434,36162,6,621,12940021477787300,88,70,1,44,32,5120527
1,4,38,38,6502,1609,20583,14,623,7182204531060790,100,54,0,4,26,56943569
1,1,40,45,5878,2252,21565,1,559,22034855810287200,45,83,1,31,22,59536649
0,3,48,71,5044,5313,58654,12,592,10302716745185800,45,47,0,45,67,81862704
1,4,32,40,7401,3105,30230,16,79,11616482880733000,76,90,0,16,14,6811749
2,4,46,54,7422,1525,20397,19,627,6958226886753760,68,21,0,43,41,91197155
1,0,33,42,4297,2199,23584,18,824,17095166631799900,11,18,1,7,2,42120049
0,5,31,89,2772,5697,61058,14,207,58258202373095400,69,69,0,5,66,57517104
0,3,34,86,5292,5539,55904,3,210,2613980532187520,75,45,0,62,85,102499822
2,4,45,64,6771,2835,36667,14,417,5659151000406990,99,51,1,43,10,98103184
2,0,38,61,3736,2277,25124,17,408,6540992354544600,63,73,1,48,10,53054682
1,3,47,35,5102,3861,46039,13,672,2101016583043710,72,29,1,3,7,41906595
1,5,40,49,3247,2263,21887,1,599,2792333807563590,81,14,0,33,36,36211285
0,4,30,82,6558,2593,27973,8,773,2730302836610490,19,50,0,0,27,119774045
2,2,44,67,3066,3627,42621,2,452,7090762775346550,76,91,1,27,19,47011009
2,4,32,64,7363,1386,12312,19,698,12211168040976400,59,51,0,1,63,10653010
2,4,46,64,7445,1743,22730,15,903,18025921421556900,19,61,0,6,50,10722174
1,3,33,37,5165,1654,24244,14,977,5665593467411660,70,29,1,10,21,4447183
2,3,37,68,4972,2199,26986,14,719,18216065388712000,31,52,1,5,57,76774868
0,3,45,83,543,1814,19764,18,183,1619414102109890,58,53,0,59,45,10202835
0,3,49,76,5302,3825,44996,15,750,19710274888988000,35,31,1,40,74,91629646
1,0,37,43,4138,1933,26946,10,726,2800787208859000,19,25,1,15,22,40910532
1,1,47,34,5852,2163,25993,18,640,11865482642786500,33,42,0,18,33,46629859
2,0,34,64,3718,3200,36274,4,301,2097741358796470,49,13,1,25,33,53758702
1,4,46,50,6961,4148,50449,7,255,15745808399327300,54,25,1,14,41,7862625
0,0,43,84,3816,2094,22442,2,197,15878218108039400,23,76,1,33,49,71672758
2,5,34,53,2873,3029,31531,9,557,21181785056483600,39,68,1,13,46,35674823
0,2,36,70,3567,2883,27700,4,847,2878340987950580,87,38,0,68,48,56861232
2,3,33,66,4686,1226,19313,12,579,26575787641645900,92,60,0,11,2,70148627
1,5,38,49,3387,2837,32679,10,240,20988061136979200,58,85,1,36,29,38917997
2,2,34,50,316,1465,16189,11,234,16538452223647500,54,86,0,6,22,36837975
2,5,43,65,3029,1085,11843,1,455,1559980252279560,62,69,0,31,64,44473535
0,4,50,82,7321,4441,53446,13,266,24678322774013500,29,21,1,8,17,134190123
0,3,30,87,5034,5970,61323,7,137,10455517093585200,99,25,1,36,51,98900275
2,5,41,59,2897,2415,28244,6,656,19691663604061400,77,36,1,8,2,39260777
1,4,41,47,7022,2669,32870,9,482,17623844205911700,31,70,1,18,23,74631448
1,3,48,46,5434,1735,26444,18,323,21233839017512600,34,33,1,38,24,57671094
0,1,40,78,6589,7514,74890,3,110,9685525696245040,68,52,0,75,1,115477612
1,4,41,43,7194,3913,45969,13,131,22393930595113200,39,84,0,7,21,70705325
0,0,39,90,4373,3519,38503,3,127,2067499485509710,42,90,0,11,72,88260554
1,3,35,42,4516,950,16014,13,757,9503653036740660,80,85,1,36,15,44267454
2,5,31,69,3468,2613,34194,6,952,16240542232275700,34,20,1,15,62,54295304
0,2,38,89,4049,3345,34336,18,952,21965483871083500,73,92,0,2,42,82586045
0,5,31,83,3133,2030,24101,2,370,2754010673605990,94,72,1,7,43,58634196
2,0,41,60,4329,1128,14245,17,601,805249070528226,21,66,0,10,15,5948691
0,0,36,82,4064,2151,28808,1,933,5218485456215150,23,32,0,81,78,74655778
1,5,41,46,2815,3539,34818,17,585,9128853951879190,95,94,0,9,6,31867475
1,2,33,32,3937,671,14916,5,721,29731843362970400,28,12,1,0,26,28712288
0,3,49,70,5157,3663,44943,9,315,24209256440295300,12,17,0,14,17,81098842
1,4,48,50,7137,3612,39807,4,698,20359225471108800,88,24,1,22,6,80190421
0,0,34,74,4225,5867,63886,14,88,8325326678734390,35,72,0,11,61,7192663
2,0,37,62,4442,1498,19996,8,948,154011462315369,37,66,0,52,60,6264026
0,0,42,74,4305,4197,50340,13,157,22880971703667900,30,95,1,2,61,72875695
2,2,32,54,3232,2191,23203,6,788,27397104055909400,93,41,1,0,12,40132681
1,1,37,41,6014,1416,19813,14,630,14545581368981000,80,41,1,34,18,56754899
2,2,35,51,4078,1096,10080,9,312,2999224693465090,64,70,1,0,25,47496332
1,3,48,45,511,4068,43945,17,445,849341030822226,51,26,1,35,16,53623585
0,3,47,86,5532,4617,52060,7,328,14673398025447300,23,52,1,73,16,106775486
1,3,42,34,5395,1976,28783,9,906,26884936471657500,93,11,0,13,15,42363745
0,3,40,81,5233,7858,82824,15,578,2124789023620810,77,63,1,32,56,97197111
0,3,49,84,4884,3402,39334,10,383,2527298732518400,35,81,1,75,12,92634542
2,5,49,55,2835,4080,45635,14,276,276949784693221,95,28,1,52,4,3721671
2,0,49,62,4208,4499,54642,16,241,17682909887667200,94,38,0,50,33,60741748
2,2,33,60,3476,1501,20023,2,370,10868678772176000,69,22,0,4,18,46805377
2,5,33,66,3379,1063,15004,4,391,22342672626561000,99,65,0,15,53,50602508
1,2,44,38,3837,1815,24231,15,77,1908699211773390,27,61,0,26,4,34395429
1,1,41,45,5843,1177,16286,11,363,2431623011891780,76,84,0,8,29,60029536
1,4,30,46,7273,988,16115,11,264,17792843864069100,24,97,0,13,28,7555297
0,0,31,89,4044,2734,29909,13,67,25277784205281300,72,99,0,28,58,81897433
1,1,48,47,5856,3465,41206,16,159,27550436899064900,93,20,0,13,22,63403348
1,5,47,42,2954,1017,10897,9,682,23739575666309900,58,60,1,30,0,29092947
1,4,37,40,7485,2064,29258,2,542,23591378847315100,79,81,0,6,4,6720774
2,1,48,62,5895,2622,35044,2,861,19679733531024600,23,69,0,40,47,81955895
1,2,42,42,3316,1722,24220,5,625,16791050302900900,67,91,1,8,3,32331444
0,4,46,81,6887,7091,71898,5,598,2931469142024720,16,50,0,60,10,125023323
2,2,39,63,3236,3804,37852,5,564,21127813302932200,13,48,1,13,42,46502732
0,1,32,82,6099,3736,44844,14,319,2600891255563400,67,12,0,59,13,11260839
1,5,39,38,2662,796,14499,6,184,17635225713589400,62,11,0,18,31,23477297
2,2,39,63,3899,1748,24052,16,561,1887144644860550,40,72,0,52,47,56835164
0,4,41,70,6748,5874,63272,16,450,21572225590303900,56,52,0,46,55,107555848
1,1,32,38,6158,1250,15891,8,544,23213809216258400,72,69,0,15,12,53293897
0,2,50,73,3138,7526,84721,5,132,16208893538415700,68,31,1,46,49,53039221
0,5,35,81,3576,3319,32447,13,768,13907873208334100,17,88,0,36,61,66420221
0,0,34,83,400,1902,27400,3,728,10985498061583700,71,91,0,22,8,7450590
1,5,41,38,3404,2891,36053,9,694,15591135571380400,69,70,1,36,30,30900467
1,5,41,32,3346,3206,36352,4,128,10280947763931900,70,35,0,30,18,25222636
0,0,39,75,4285,5266,54393,8,357,15419041144462900,86,29,1,57,49,7334360
2,5,45,52,341,4172,48915,16,670,26866486820637700,62,66,1,1,40,42217265
2,0,40,50,3611,1410,16161,11,75,29426754539720300,94,95,1,21,16,42026362
1,0,42,50,4246,1358,14867,19,216,19427549266038600,98,62,1,41,12,49739973
1,2,44,32,3292,4294,45450,10,734,8650134506970130,78,86,1,28,23,26076378
1,2,31,43,3864,1060,15728,7,894,156888895266039,42,61,0,3,29,38142376
1,0,41,49,4553,1096,13303,12,592,20051912765939100,23,71,1,32,25,51137079
1,1,48,31,6492,4668,54137,8,510,14269293873450900,84,61,0,29,13,46944737
2,4,30,61,6626,2531,30909,10,200,10128904343187100,23,62,1,21,10,90721335
1,1,38,39,5907,3561,36134,5,89,1067060676617890,23,77,0,30,2,52373331
0,0,49,82,3901,7379,82815,5,849,1684822222536320,93,46,1,75,53,73439211
0,4,37,89,6635,7164,70894,13,918,10410717396831800,60,91,1,53,82,13388618
2,2,39,53,3108,1378,20875,2,821,11238067296045900,36,88,1,19,21,37494151
0,4,50,88,6923,9739,98674,12,642,2682710457505460,97,75,1,40,48,13817190
2,0,34,50,4591,2629,29666,11,389,24476507964163700,74,77,0,8,21,52880069
2,2,31,60,3626,2128,25538,2,223,6382824573472970,58,47,1,47,31,49144958
0,4,47,85,7184,7145,79429,15,636,13004418251446500,40,85,0,22,70,138112183
1,4,47,48,7018,2468,30483,7,603,18298328802723600,71,94,1,32,23,76327421
0,1,39,88,6229,7229,76293,8,146,6515215988048880,76,82,0,82,72,124089569
0,4,40,81,7552,4148,50312,3,216,22079281573157100,74,22,1,32,46,136250944
2,0,47,52,4148,1899,18906,17,247,14611128701081500,28,81,0,4,24,50027348
0,3,45,87,4572,8486,90913,6,664,14929462020262400,73,52,1,62,85,90867665
2,3,35,66,5042,3145,38332,15,489,11633184165166300,62,65,1,52,23,76151428
